specimen collector sample ID,lineage name,host (scientific name),breadth of coverage value,sample collection date,geo_loc_name (country),gisaid_epi_isl
ON_683375,JN.1.52,Homo sapiens,98.5,2023-12-08,Canada,EPI_ISL_18643321
AB_681845,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677801
ON_684388,JN.1,Homo sapiens,98.6,2023-12-08,Canada,EPI_ISL_18696828
ON_684383,JN.1.42,Homo sapiens,98.7,2023-12-08,Canada,EPI_ISL_18696823
ON_684332,JN.1.22,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18696772
AB_681819,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677777
ON_683480,JN.1.9,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18643484
MB_686222,JN.1.1,Homo sapiens,99.37,2023-12-08,Canada,EPI_ISL_18947037
ON_683348,JN.1.1,Homo sapiens,98.9,2023-12-08,Canada,EPI_ISL_18643293
ON_684689,JN.1.8,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18697129
SK_684038,JN.1.1,Homo sapiens,93.2,2023-12-08,Canada,EPI_ISL_18719558
BC_683788,JN.1,Homo sapiens,98.9,2023-12-08,Canada,EPI_ISL_18718760
ON_683376,JN.1,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18643322
ON_684474,JN.1.39,Homo sapiens,98.8,2023-12-08,Canada,EPI_ISL_18696914
SK_686285,JN.1.2,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18930108
AB_681773,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677733
AB_681748,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677709
AB_681846,JN.1.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677802
ON_684527,JN.1.4,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18696967
BC_683829,JN.1.57,Homo sapiens,99.0,2023-12-08,Canada,EPI_ISL_18718790
AB_687231,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18729467
ON_684381,JN.1.2,Homo sapiens,98.8,2023-12-08,Canada,EPI_ISL_18696821
AB_681886,JN.1.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677836
AB_681789,JN.1.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677748
ON_684428,JN.1.45,Homo sapiens,98.8,2023-12-08,Canada,EPI_ISL_18696868
AB_681777,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677737
ON_683476,JN.1,Homo sapiens,99.5,2023-12-08,Canada,EPI_ISL_18643389
ON_683412,JN.1.1,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18643346
ON_684415,JN.1.4,Homo sapiens,98.5,2023-12-08,Canada,EPI_ISL_18696855
SK_684015,JN.1,Homo sapiens,96.03,2023-12-08,Canada,EPI_ISL_19168911
ON_683419,JN.1.22,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18643350
ON_683539,JN.1.2,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18643440
AB_681848,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677804
ON_683440,JN.1.1,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18643362
AB_681756,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677717
ON_684374,JN.1.2,Homo sapiens,98.6,2023-12-08,Canada,EPI_ISL_18696814
AB_681836,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677794
ON_684339,JN.1,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18696779
ON_684687,JN.1,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18697127
ON_684346,JN.1.2,Homo sapiens,98.8,2023-12-08,Canada,EPI_ISL_18696786
ON_683394,JN.1.1,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18643335
ON_684286,JN.1.22,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18696726
AB_681898,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677848
BC_683695,JN.1.1,Homo sapiens,99.0,2023-12-08,Canada,EPI_ISL_18718681
NL_680868,JN.1.2,Homo sapiens,90.6,2023-12-08,Canada,EPI_ISL_18714819
ON_683507,JN.1.43.1,Homo sapiens,99.5,2023-12-08,Canada,EPI_ISL_18643417
MB_686273,JN.1,Homo sapiens,99.28,2023-12-08,Canada,EPI_ISL_18947042
ON_684372,JN.1,Homo sapiens,97.8,2023-12-08,Canada,EPI_ISL_18696812
ON_683472,JN.1,Homo sapiens,96.9,2023-12-08,Canada,EPI_ISL_18643482
AB_681790,JN.1.1,Homo sapiens,97.0,2023-12-08,Canada,EPI_ISL_18677749
AB_681854,JN.1,Homo sapiens,99.3,2023-12-08,Canada,EPI_ISL_18677807
ON_684316,JN.1.1,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18696756
ON_684343,JN.1,Homo sapiens,99.6,2023-12-08,Canada,EPI_ISL_18696783
ON_684389,JN.1.52,Homo sapiens,98.2,2023-12-08,Canada,EPI_ISL_18696829
ON_683378,JN.1.1,Homo sapiens,99.5,2023-12-08,Canada,EPI_ISL_18643324
AB_681792,JN.1,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18677751
ON_684880,JN.1.2,Homo sapiens,99.6,2023-12-09,Canada,EPI_ISL_18697320
ON_684427,JN.1.52,Homo sapiens,98.9,2023-12-09,Canada,EPI_ISL_18696867
AB_681793,JN.1,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18677752
ON_684429,JN.1,Homo sapiens,99.0,2023-12-09,Canada,EPI_ISL_18696869
NS_683576,JN.1.4,Homo sapiens,91.5,2023-12-09,Canada,EPI_ISL_18714503
ON_708041,JN.1.2,Homo sapiens,99.1,2023-12-09,Canada,EPI_ISL_19051453
BC_683745,JN.1.2,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18718726
ON_684439,JN.1.4,Homo sapiens,98.9,2023-12-09,Canada,EPI_ISL_18696879
AB_681875,JN.1.2,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18677827
AB_681927,JN.1.31,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18677876
ON_684342,JN.1,Homo sapiens,99.6,2023-12-09,Canada,EPI_ISL_18696782
ON_684767,JN.1,Homo sapiens,99.5,2023-12-09,Canada,EPI_ISL_18697207
ON_684553,JN.1,Homo sapiens,99.6,2023-12-09,Canada,EPI_ISL_18696993
ON_684420,JN.1.19,Homo sapiens,99.0,2023-12-09,Canada,EPI_ISL_18696860
ON_683384,JN.1.4,Homo sapiens,99.6,2023-12-09,Canada,EPI_ISL_18643451
AB_681876,JN.1.31,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18677828
ON_684434,JN.1.9,Homo sapiens,97.7,2023-12-09,Canada,EPI_ISL_18696874
AB_681907,JN.1,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18677857
AB_681791,JN.1,Homo sapiens,99.2,2023-12-09,Canada,EPI_ISL_18677750
AB_681751,JN.1.1,Homo sapiens,93.0,2023-12-09,Canada,EPI_ISL_18677712
AB_681838,JN.1,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18677796
ON_684437,JN.1,Homo sapiens,98.7,2023-12-09,Canada,EPI_ISL_18696877
ON_684676,JN.1.2,Homo sapiens,99.6,2023-12-09,Canada,EPI_ISL_18697116
BC_683743,JN.1,Homo sapiens,99.1,2023-12-09,Canada,EPI_ISL_18718724
AB_687235,JN.1,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18729471
NS_683577,JN.1.1,Homo sapiens,99.0,2023-12-09,Canada,EPI_ISL_18714504
AB_681906,JN.1,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18677856
AB_687234,JN.1,Homo sapiens,99.3,2023-12-09,Canada,EPI_ISL_18729470
ON_684596,JN.1.43.1,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697036
ON_684899,JN.1.2,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697339
ON_684750,JN.1.52,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697190
ON_684604,JN.1.43.1,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697044
ON_684890,JN.1.39,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697330
ON_685046,JN.1,Homo sapiens,99.4,2023-12-10,Canada,EPI_ISL_18697486
ON_684986,JN.1.1,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697426
ON_684441,JN.1.4,Homo sapiens,98.9,2023-12-10,Canada,EPI_ISL_18696881
ON_684328,JN.1.4,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18696768
ON_684602,JN.1.52,Homo sapiens,98.5,2023-12-10,Canada,EPI_ISL_18697042
ON_684787,JN.1.4.5,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697227
AB_681992,JN.1.31,Homo sapiens,99.3,2023-12-10,Canada,EPI_ISL_18677932
ON_684900,JN.1.2,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697340
ON_684770,JN.1.1,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697210
ON_684742,JN.1,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697182
ON_684355,JN.1,Homo sapiens,98.8,2023-12-10,Canada,EPI_ISL_18696795
ON_684925,JN.1.9,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697365
ON_684928,JN.1.1,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697368
ON_684730,JN.1.1,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697170
ON_684406,JN.1.2,Homo sapiens,99.0,2023-12-10,Canada,EPI_ISL_18696846
BC_683792,JN.1.39,Homo sapiens,99.0,2023-12-10,Canada,EPI_ISL_18718763
BC_683869,JN.1.1,Homo sapiens,99.0,2023-12-10,Canada,EPI_ISL_18718816
AB_687244,JN.1,Homo sapiens,98.7,2023-12-10,Canada,EPI_ISL_18729480
AB_681761,JN.1,Homo sapiens,99.3,2023-12-10,Canada,EPI_ISL_18677722
ON_684740,JN.1.22,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697180
ON_684405,JN.1.2,Homo sapiens,98.8,2023-12-10,Canada,EPI_ISL_18696845
AB_681925,JN.1,Homo sapiens,99.3,2023-12-10,Canada,EPI_ISL_18677874
ON_684626,JN.1.4,Homo sapiens,99.3,2023-12-10,Canada,EPI_ISL_18697066
BC_683883,JN.1.19,Homo sapiens,99.3,2023-12-10,Canada,EPI_ISL_18718830
ON_684901,JN.1.2,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697341
ON_684616,JN.1.9,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697056
AB_681976,JN.1,Homo sapiens,99.3,2023-12-10,Canada,EPI_ISL_18677917
ON_684772,JN.1.2,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697212
ON_684618,JN.1.5,Homo sapiens,99.6,2023-12-10,Canada,EPI_ISL_18697058
